Area Code,Area,Item Description,Year,Unit,Value,Flag Code,Flag Description,Value_Missing
4,Algeria,"Prevalence of unaffordability (PUA), percent",2021,%,19.3,E,Estimated value,False
4,Algeria,"Prevalence of unaffordability (PUA), percent",2022,%,20.5,E,Estimated value,False
4,Algeria,"Prevalence of unaffordability (PUA), percent",2022,%,20.2,E,Estimated value,False
4,Algeria,"Prevalence of unaffordability (PUA), percent",2023,%,21.1,E,Estimated value,False
4,Algeria,"Prevalence of unaffordability (PUA), percent",2024,%,20.2,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,7.8,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,7.7,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,7.7,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,7.5,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,7.6,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,7.4,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,8.5,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,8.3,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,8.8,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,8.6,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,9.3,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,9.2,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,9.7,E,Estimated value,False
4,Algeria,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,9.4,E,Estimated value,False
5,American Samoa,"Prevalence of unaffordability (PUA), percent",2017,%,,O,Missing value,True
5,American Samoa,"Prevalence of unaffordability (PUA), percent",2018,%,,O,Missing value,True
5,American Samoa,"Prevalence of unaffordability (PUA), percent",2019,%,,O,Missing value,True
5,American Samoa,"Prevalence of unaffordability (PUA), percent",2020,%,,O,Missing value,True
5,American Samoa,"Prevalence of unaffordability (PUA), percent",2021,%,,O,Missing value,True
5,American Samoa,"Prevalence of unaffordability (PUA), percent",2022,%,,O,Missing value,True
5,American Samoa,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,,O,Missing value,True
5,American Samoa,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,,O,Missing value,True
5,American Samoa,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,,O,Missing value,True
5,American Samoa,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,,O,Missing value,True
5,American Samoa,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,,O,Missing value,True
5,American Samoa,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,,O,Missing value,True
6,Andorra,"Prevalence of unaffordability (PUA), percent",2017,%,,O,Missing value,True
6,Andorra,"Prevalence of unaffordability (PUA), percent",2018,%,,O,Missing value,True
6,Andorra,"Prevalence of unaffordability (PUA), percent",2019,%,,O,Missing value,True
6,Andorra,"Prevalence of unaffordability (PUA), percent",2020,%,,O,Missing value,True
6,Andorra,"Prevalence of unaffordability (PUA), percent",2021,%,,O,Missing value,True
6,Andorra,"Prevalence of unaffordability (PUA), percent",2022,%,,O,Missing value,True
6,Andorra,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,,O,Missing value,True
6,Andorra,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,,O,Missing value,True
6,Andorra,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,,O,Missing value,True
6,Andorra,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,,O,Missing value,True
6,Andorra,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,,O,Missing value,True
6,Andorra,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,,O,Missing value,True
7,Angola,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,368.84,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,427.54,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), LCU per person per day",2019,LCU/cap/d,498.12,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), LCU per person per day",2020,LCU/cap/d,633.06,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), LCU per person per day",2021,LCU/cap/d,836.22,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), LCU per person per day",2022,LCU/cap/d,1041.36,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), LCU per person per day",2023,LCU/cap/d,1178.31,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), LCU per person per day",2024,LCU/cap/d,1554.61,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2017,Int$ (PPP) per person per day,3.18,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2018,Int$ (PPP) per person per day,3.27,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2019,Int$ (PPP) per person per day,3.43,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2020,Int$ (PPP) per person per day,3.7,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2021,Int$ (PPP) per person per day,4.11,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2022,Int$ (PPP) per person per day,4.55,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2023,Int$ (PPP) per person per day,4.72,E,Estimated value,False
7,Angola,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2024,Int$ (PPP) per person per day,5.0,E,Estimated value,False
7,Angola,"Cost of starchy staples, LCU per person per day",2021,LCU/cap/d,233.78,E,Estimated value,False
7,Angola,"Cost of starchy staples, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.15,E,Estimated value,False
7,Angola,"Cost of animal source foods, LCU per person per day",2021,LCU/cap/d,234.41,E,Estimated value,False
7,Angola,"Cost of animal source foods, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.15,E,Estimated value,False
7,Angola,"Cost of legumes, nuts and seeds, LCU per person per day",2021,LCU/cap/d,84.72,E,Estimated value,False
7,Angola,"Cost of legumes, nuts and seeds, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.42,E,Estimated value,False
7,Angola,"Cost of vegetables, LCU per person per day",2021,LCU/cap/d,89.17,E,Estimated value,False
7,Angola,"Cost of vegetables, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.44,E,Estimated value,False
7,Angola,"Cost of fruits, LCU per person per day",2021,LCU/cap/d,152.35,E,Estimated value,False
7,Angola,"Cost of fruits, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.75,E,Estimated value,False
7,Angola,"Cost of oils and fats, LCU per person per day",2021,LCU/cap/d,41.79,E,Estimated value,False
7,Angola,"Cost of oils and fats, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.21,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2017,%,60.7,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2017,%,62.7,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2018,%,63.2,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2018,%,65.1,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2019,%,64.2,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2019,%,66.8,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2020,%,68.1,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2020,%,70.1,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2021,%,69.8,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2021,%,71.7,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2022,%,70.5,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2022,%,72.2,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2023,%,70.8,E,Estimated value,False
7,Angola,"Prevalence of unaffordability (PUA), percent",2024,%,71.4,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,18.4,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,19.0,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,19.8,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,20.4,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,20.8,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,21.6,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,22.8,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,23.4,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,24.1,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,24.8,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,25.1,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,25.7,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,26.0,E,Estimated value,False
7,Angola,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,27.1,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,9.73,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,10.05,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), LCU per person per day",2019,LCU/cap/d,10.2,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), LCU per person per day",2020,LCU/cap/d,10.42,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), LCU per person per day",2021,LCU/cap/d,10.54,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), LCU per person per day",2022,LCU/cap/d,11.65,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), LCU per person per day",2023,LCU/cap/d,12.48,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), LCU per person per day",2024,LCU/cap/d,13.12,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2017,Int$ (PPP) per person per day,3.77,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2018,Int$ (PPP) per person per day,4.24,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2019,Int$ (PPP) per person per day,4.38,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2020,Int$ (PPP) per person per day,4.67,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2021,Int$ (PPP) per person per day,4.92,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2022,Int$ (PPP) per person per day,5.46,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2023,Int$ (PPP) per person per day,5.8,E,Estimated value,False
8,Antigua and Barbuda,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2024,Int$ (PPP) per person per day,5.9,E,Estimated value,False
8,Antigua and Barbuda,"Cost of starchy staples, LCU per person per day",2021,LCU/cap/d,1.43,E,Estimated value,False
8,Antigua and Barbuda,"Cost of starchy staples, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.67,E,Estimated value,False
8,Antigua and Barbuda,"Cost of animal source foods, LCU per person per day",2021,LCU/cap/d,1.71,E,Estimated value,False
8,Antigua and Barbuda,"Cost of animal source foods, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.8,E,Estimated value,False
8,Antigua and Barbuda,"Cost of legumes, nuts and seeds, LCU per person per day",2021,LCU/cap/d,1.03,E,Estimated value,False
8,Antigua and Barbuda,"Cost of legumes, nuts and seeds, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.48,E,Estimated value,False
8,Antigua and Barbuda,"Cost of vegetables, LCU per person per day",2021,LCU/cap/d,2.69,E,Estimated value,False
8,Antigua and Barbuda,"Cost of vegetables, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.26,E,Estimated value,False
8,Antigua and Barbuda,"Cost of fruits, LCU per person per day",2021,LCU/cap/d,3.4,E,Estimated value,False
8,Antigua and Barbuda,"Cost of fruits, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.59,E,Estimated value,False
8,Antigua and Barbuda,"Cost of oils and fats, LCU per person per day",2021,LCU/cap/d,0.27,E,Estimated value,False
8,Antigua and Barbuda,"Cost of oils and fats, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.13,E,Estimated value,False
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2017,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2017,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2018,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2018,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2019,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2019,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2020,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2020,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2021,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2021,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2022,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2022,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2023,%,,O,Missing value,True
8,Antigua and Barbuda,"Prevalence of unaffordability (PUA), percent",2024,%,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,,O,Missing value,True
8,Antigua and Barbuda,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,,O,Missing value,True
9,Argentina,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,36.09,E,Estimated value,False
9,Argentina,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,,Q,Missing value; suppressed,True
